2013/04/15 20:37:28|Korjik&Pechenka|46.5095|55.9016||-66|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:37:34|Korjik&Pechenka|46.5095|55.9016||-66|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:37:40|Korjik&Pechenka|46.5095|55.9016||-65|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:37:46|Korjik&Pechenka|46.5095|55.9016||-65|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:37:52|Korjik&Pechenka|46.5095|55.9016||-62|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:37:58|Korjik&Pechenka|46.5095|55.9016||-62|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:38:04|Korjik&Pechenka|46.5095|55.9016||-64|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:38:10|Korjik&Pechenka|46.5095|55.9016||-64|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:38:16|Korjik&Pechenka|46.5095|55.9016||-62|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:38:22|Korjik&Pechenka|46.5095|55.9016||-62|63.0|0.0|63.0|0.0|63.0|0.0|
