2013/04/15 20:35:33|Korjik&Pechenka|46.5095|55.9016||-65|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:35:39|Korjik&Pechenka|46.5095|55.9016||-65|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:35:45|Korjik&Pechenka|46.5095|55.9016||-61|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:35:51|Korjik&Pechenka|46.5095|55.9016||-61|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:35:57|Korjik&Pechenka|46.5095|55.9016||-61|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:03|Korjik&Pechenka|46.5095|55.9016||-61|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:09|Korjik&Pechenka|46.5095|55.9016||-65|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:15|Korjik&Pechenka|46.5095|55.9016||-65|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:21|Korjik&Pechenka|46.5095|55.9016||-65|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:27|Korjik&Pechenka|46.5095|55.9016||-65|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:33|Korjik&Pechenka|46.5095|55.9016||-66|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:39|Korjik&Pechenka|46.5095|55.9016||-66|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:45|Korjik&Pechenka|46.5095|55.9016||-64|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:36:51|Korjik&Pechenka|46.5095|55.9016||-64|63.0|0.0|63.0|0.0|63.0|0.0|
2013/04/15 20:37:01|Korjik&Pechenka|46.5095|55.9016||-64|63.0|0.0|63.0|0.0|63.0|0.0|
