2013/04/11 16:10:15|ISIM-415-2|56.2152|57.1174||-61|Korjik&Pechenka|46.5095|55.9016||-68|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:10:21|ISIM-415-2|56.2152|57.1174||-61|Korjik&Pechenka|46.5095|55.9016||-68|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:10:27|ISIM-415-2|56.2152|57.1174||-62|Korjik&Pechenka|46.5095|55.9016||-68|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:10:33|ISIM-415-2|56.2152|57.1174||-62|Korjik&Pechenka|46.5095|55.9016||-68|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:10:39|ISIM-415-2|56.2152|57.1174||-52|Korjik&Pechenka|46.5095|55.9016||-73|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:10:45|ISIM-415-2|56.2152|57.1174||-52|Korjik&Pechenka|46.5095|55.9016||-73|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:10:51|ISIM-415-2|56.2152|57.1174||-44|Korjik&Pechenka|46.5095|55.9016||-70|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:10:57|ISIM-415-2|56.2152|57.1174||-44|Korjik&Pechenka|46.5095|55.9016||-70|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:11:03|ISIM-415-2|56.2152|57.1174||-55|Korjik&Pechenka|46.5095|55.9016||-64|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:11:09|ISIM-415-2|56.2152|57.1174||-55|Korjik&Pechenka|46.5095|55.9016||-64|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:11:15|ISIM-415-2|56.2152|57.1174||-49|Korjik&Pechenka|46.5095|55.9016||-60|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:11:21|ISIM-415-2|56.2152|57.1174||-49|Korjik&Pechenka|46.5095|55.9016||-60|63.0|0.0|63.0|0.0|63.0|57.0|
2013/04/11 16:11:27|ISIM-415-2|56.2152|57.1174||-51|Korjik&Pechenka|46.5095|55.9016||-66|63.0|0.0|63.0|0.0|63.0|57.0|
